"x" "Ex" "Dx" "qx"
2 101.807908799913 0.500162760416667 0.00490076040122278
8 179.871344672309 0.015625 0.0000868638714779379
9 192.674621582031 0.0390625 0.000202717619046111
10 227.677076551649 0.000325520833333333 0.00000142974692729503
13 201.125359429253 0.000162760416666667 0.000000809248278166308
14 210.246927897135 0.0626627604166667 0.00029799923286522
15 323.653788248698 0.00325520833333333 0.0000100576359111093
16 572.298631456163 0.0319010416666667 0.0000557403963886705
17 815.171088324653 0.00390625 0.00000479192735947098
18 1525.40148247613 0.798014322916667 0.000523013532988559
19 2751.03386094835 0.191080729166667 0.0000694553767622841
20 3777.02910698785 0.59130859375 0.000156541634598883
21 4731.9796210395 0.630533854166667 0.000133240609083152
22 5548.81680636936 1.3251953125 0.000238796328398072
23 6193.77782524957 3.50309244791667 0.000565422604675403
24 6925.03181966146 2.62581380208333 0.000379105267538704
25 7637.81511773004 4.08772786458333 0.000535052777394074
26 8333.59729003906 3.36002604166667 0.000403109083716324
27 9245.97531467014 3.13997395833333 0.000339546747351482
28 9941.28457302517 3.02978515625 0.000304721536754649
29 10527.7247043186 8.41813151041667 0.000799295860175353
30 11028.3163723416 9.87451171875 0.000894977256219787
31 11433.0515679253 5.36669921875 0.000469292018303369
32 11701.4638264974 7.29475911458333 0.000623211411663771
33 12053.9706895616 9.23844401041667 0.00076612967404277
34 12370.3807237413 10.5511067708333 0.000852569423001048
35 12351.0448201497 11.4324544270833 0.00092519824308146
36 12111.135281033 11.1842447916667 0.00092304164522572
37 11895.9226752387 9.41796875 0.00079138389689315
38 11495.0130547418 13.3087565104167 0.00115711527064621
39 11056.5267469618 13.8505859375 0.00125192246302175
40 10685.78777398 12.6419270833333 0.00118236036688801
41 10427.5096638997 11.4744466145833 0.00109979621697998
42 10118.8052707248 8.74544270833333 0.000863902834764674
43 9875.82189941406 14.1490885416667 0.00143167402428923
44 9651.25542534722 12.3302408854167 0.00127676320513315
45 9311.00095621745 9.86800130208333 0.00105926033453396
46 9068.73944091797 15.4638671875 0.00170373075677366
47 8771.79567464193 18.63623046875 0.0021223074785468
48 8527.48740641276 19.5325520833333 0.00228791884131718
49 8300.2508477105 17.4651692708333 0.0021019614464064
50 8021.92002360026 19.8411458333333 0.00247030994857145
51 7736.56964789497 18.4912109375 0.00238725060441392
52 7374.24275037977 18.1305338541667 0.00245560996369654
53 7017.71054416233 16.9158528645833 0.00240754897278062
54 6587.31873236762 21.9021809895833 0.00331937938789417
55 6126.15563964844 22.6956380208333 0.00369785732322869
56 5885.4781765408 21.9332682291667 0.00371974021574362
57 5646.65167914497 24.6715494791667 0.00435970401367369
58 5353.85632324219 19.9501953125 0.00371938838213626
59 5086.20081922743 25.294921875 0.00496089871266803
60 4771.26534695096 26.13623046875 0.00546286447188249
61 4454.31873914931 23.3069661458333 0.00521877699844131
62 4080.49435763889 26.3240559895833 0.00643042857234177
63 3771.66782633464 26.3932291666667 0.00697333345785667
64 3420.85504828559 24.0914713541667 0.00701778864221803
65 3031.53048366971 27.4378255208333 0.00900998095448668
66 2618.25711398654 22.5330403645833 0.00856919542089674
67 2237.88055419922 25.2623697916667 0.0112250483278543
68 1872.78762478299 18.4560546875 0.00980645725885587
69 1596.41743977865 19.4435221354167 0.0121056028206775
70 1387.66250271267 17.7770182291667 0.0127290564440312
71 1227.54412163628 16.1370442708333 0.0130597671399192
72 1068.61194525825 19.7718098958333 0.0183322118174266
73 897.535902235243 16.4161783854167 0.0181240229639474
74 741.164625379774 15.92578125 0.0212582967374326
75 633.010762532552 14.86376953125 0.0232075340616991
76 544.823927137587 16.60595703125 0.0300196766751734
77 489.035658094618 13.5146484375 0.0272569411031155
78 401.128594292535 10.8763020833333 0.0267499613031555
79 341.087863498264 9.58414713541667 0.0277076647247202
80 295.926262749566 11.4578450520833 0.0379785980964007
81 251.070373535156 8.17301432291667 0.0320285473160586
82 184.312493218316 8.48649088541667 0.0450000921392361
83 153.768276638455 4.47151692708333 0.0286608379383783
84 135.64052327474 9.27766927083333 0.0661121746207149
85 112.587226019965 8.67838541666667 0.0741855470481317
86 89.674560546875 4.474609375 0.0486738438131522
87 75.9522637261285 5.81770833333333 0.073736849641814
88 64.7050170898438 3.72102864583333 0.0558852616404856
89 54.2643296983507 3.2822265625 0.0586929541842848
90 44.2879909939236 4.5634765625 0.097909965761544
91 31.7345987955729 3.72428385416667 0.110732515425818
92 25.2618272569444 1.86344401041667 0.0711102383879879
93 15.2705891927083 2.6904296875 0.161536099593963
94 13.675411103875 1.18202539889287 0.0828042479518151
95 10.7467233800065 1.28264408987301 0.112504748469474
96 5.45078286117443 0.759036144578313 0.129991836662431
97 2.92287493893503 0.00390815828041036 0.00133620039817384
98 1.45645975887911 0.754643206256109 0.404369812105979
100 0.835277214334009 0.0649087221095335 0.0747665524783878
