"x" "Ex" "Dx" "qx"
0 616.785841200087 0.01953125 0.0000316656762503476
1 1047.32358805339 0.536295572916667 0.000511931836471802
2 1199.1533610026 0.00113932291666667 0.000000950105643271471
3 1314.64069959852 0.50048828125 0.000380631015514554
4 1380.86023627387 0.00211588541666667 0.00000153229395705168
5 1448.15740966797 0.381510416666667 0.000263410707254219
6 1519.16914198134 0.578776041666667 0.000380909398472684
7 1610.19460720486 0.6484375 0.000402626458497979
8 1723.20077853733 0.0234375 0.0000136010503849482
9 1913.89710150825 0.39208984375 0.000204843658267118
10 2086.00115966797 0.508626302083333 0.000243798665211625
11 2032.94005669488 0.15869140625 0.0000780570052515417
12 1838.96717664931 0.141764322916667 0.0000770861278086565
13 1719.62590196398 0.000325520833333333 0.000000189297452490855
14 1670.41670057509 0.0509440104166667 0.000030497320559153
15 1699.5190633138 1.4482421875 0.00085178527000207
16 1815.47559950087 0.90673828125 0.000499324741255802
17 2023.79043240017 0.650553385416667 0.000321401280022227
18 2447.05121527778 1.66227213541667 0.000679065344216578
19 3353.22698974609 1.49169921875 0.000444755895650628
20 4216.84777832031 3.5400390625 0.000839146617284015
21 5141.87442355686 6.44677734375 0.00125299396338951
22 6075.84741889106 5.02766927083333 0.000827142180987006
23 6933.41217719184 5.91536458333333 0.000852804037919763
24 7809.7050374349 4.50016276041667 0.000576060994653571
25 8917.25592041016 5.87613932291667 0.000658745663703386
26 9943.19897460938 11.2991536458333 0.00113572463910705
27 10792.8332722982 6.578125 0.000609304395822186
28 11899.6069607205 12.07080078125 0.00101387219442706
29 12692.2228868273 9.17154947916667 0.000722350735896549
30 13514.9537082248 9.11018880208333 0.000673854989130085
31 14400.8195326063 13.7239583333333 0.000952544466223282
32 15099.0417277018 11.53759765625 0.000763835936558599
33 15994.8481377496 12.7057291666667 0.000794048427799621
34 16885.5701022678 8.5390625 0.000505573913272883
35 16995.3788655599 13.6993815104167 0.00080574030184255
36 16369.4395684136 12.2526041666667 0.00074822474482561
37 15880.8885294596 13.7732747395833 0.000866910170366442
38 15093.9500257704 11.2762044270833 0.000746788840016999
39 14513.6607326931 17.6627604166667 0.00121623465867693
40 13868.9255642361 13.4488932291667 0.000969244119394475
41 13503.8371446398 12.6905924479167 0.000939335317631573
42 13307.8861016168 13.07421875 0.000981958999780708
43 13106.2538180881 21.4329427083333 0.00163398539928217
44 13107.7574869792 19.4015299479167 0.00147906141843246
45 13088.2763468424 21.4322916666667 0.00163617827045903
46 12850.6736450195 20.87939453125 0.00162345120410967
47 12717.7669609918 23.0467122395833 0.00181052559601835
48 12642.3994411892 28.0979817708333 0.00222005172844686
49 12663.0025363498 31.3318684895833 0.00247122579136128
50 12664.9391072591 34.6868489583333 0.00273506186436134
51 12679.1863742405 37.1795247395833 0.00292803225838889
52 12280.7521701389 40.09375 0.00325943983791166
53 11769.4621988932 40.4695638020833 0.00343261782405224
54 11331.883070204 36.7781575520833 0.00324028576917768
55 10682.6185574002 38.1466471354167 0.00356453980331317
56 10063.1054823134 39.9993489583333 0.00396696213883807
57 9416.84684244792 51.6402994791667 0.00546881198546012
58 8881.25488959418 44.47412109375 0.00499512198555241
59 8325.76973470052 51.6673177083333 0.00618649497281853
60 7775.15583631727 42.2294921875 0.00541661403493321
61 7262.66899956597 50.4210611979167 0.00691845401305224
62 6835.13552517361 45.56103515625 0.00664354400625011
63 6351.15291341146 54.8180338541667 0.00859405232722588
64 5859.43041314019 60.52294921875 0.0102759898202286
65 5389.57065836589 51.3118489583333 0.0094754046633615
66 4871.96938069661 46.298828125 0.00945809147515708
67 4431.77010769314 49.5696614583333 0.0111227502490221
68 3997.27206759983 46.9521484375 0.0116773322053081
69 3598.5599093967 49.8385416666667 0.0137541153268212
70 3225.02823893229 52.1705729166667 0.0160466387792655
71 2900.1119656033 53.7902018229167 0.0183766806061681
72 2660.43624538846 49.02001953125 0.018256844166221
73 2498.57959662543 50.9189453125 0.0201729052126036
74 2259.64590793186 50.2482096354167 0.0219917810579091
75 2080.13685438368 53.8601888020833 0.0255602786498105
76 1933.00906032986 69.1183268229167 0.0351251316035897
77 1806.70305718316 57.3660481770833 0.0312529908366668
78 1662.55826822917 68.9869791666667 0.0406453623170427
79 1530.07630750868 51.7277018229167 0.0332421894356413
80 1368.19447835286 71.6998697916667 0.0510552825344666
81 1226.31289333767 60.82763671875 0.0483919609552299
82 1098.59605577257 62.1629231770833 0.0550128667523017
83 978.763380262587 58.7073567708333 0.0582177174940601
84 888.101440429688 55.70556640625 0.0607976505849297
85 775.190490722656 64.3059895833333 0.0796075101648136
86 673.438042534722 57.2830403645833 0.0815433708517812
87 558.646565755208 50.44970703125 0.0863493675387537
88 451.751932779948 40.59326171875 0.0859384942148421
89 367.956726074219 50.92578125 0.129251027781462
90 306.754970974392 44.0699869791667 0.133822227167078
91 238.266018337674 23.5354817708333 0.0940563507096283
92 180.458448621962 26.2366536458333 0.135314040531284
93 140.385070800781 24.2643229166667 0.158728794808912
94 100.04293484158 23.42626953125 0.208766499477078
95 73.6868725921103 16.269249552336 0.198114124838016
96 52.3764243854794 12.0459059091649 0.205456207964863
97 34.6532980456026 5.27785016286645 0.141273165312249
98 20.1752363102999 6.34419817470665 0.269813073951942
99 12.5331379254193 2.53346360527601 0.183020441970998
100 6.23851706036745 2.18110236220472 0.2950431770314
101 3.42328042328042 0.888888888888889 0.228686188242652
102 1.98478835978836 0.507936507936508 0.225791990289015
103 1.98387096774194 0.032258064516129 0.016128679766398
107 0.274122807017544 0.842105263157895 0.953671594671838
